hour__Arrival_hour_sin,hour__Arrival_hour_cos,month__Journey_month_sin,month__Journey_month_cos,weekday__Journey_weekday_0,weekday__Journey_weekday_1,weekday__Journey_weekday_2,weekday__Journey_weekday_3,weekday__Journey_weekday_4,weekday__Journey_weekday_5,weekday__Journey_weekday_6,num__Duration,num__Total_Stops,num__Journey_day,bin__Many_Stops,bin__Is_weekend,bin__Is_long_flight,cat__Airline_Air Asia,cat__Airline_Air India,cat__Airline_GoAir,cat__Airline_IndiGo,cat__Airline_Jet Airways,cat__Airline_Multiple carriers,cat__Airline_SpiceJet,cat__Airline_Vistara,cat__Source_Banglore,cat__Source_Chennai,cat__Source_Delhi,cat__Source_Kolkata,cat__Source_Mumbai,cat__Destination_Banglore,cat__Destination_Cochin,cat__Destination_Delhi,cat__Destination_Hyderabad,cat__Destination_Kolkata,cat__Dep_period_Afternoon,cat__Dep_period_Early_Morning,cat__Dep_period_Morning,cat__Dep_period_Night,cat__status_Business,cat__status_Premium,cat__status_economy
0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.452998379254457,-1.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.08103727714748785,1.0,-0.7333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8573743922204214,1.0,-0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.24311183144246354,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.29740680713128037,0.0,-0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4862236628849271,-1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.573743922204214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.025931928687196,0.0,-0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3841166936790923,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.047811993517017815,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3914100486223663,0.0,-0.7333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.473257698541329,-1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3038897893030794,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.473257698541329,-1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.471636952998379,1.0,-0.6,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31766612641815234,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1474878444084278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1815235008103728,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.985413290113452,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.2633711507293355,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
